0.5,1.0,100000,0.015625,5,10,2.1619804328169003,0.5
0.5,1.0,100000,0.03125,5,10,2.1662383489341615,0.5
0.5,1.0,100000,0.0625,5,10,2.1511469981071034,0.5
0.5,1.0,100000,0.125,5,10,2.1901407313181065,0.5
0.5,1.0,100000,0.25,5,10,2.207620025546125,0.5
0.5,1.0,100000,0.5,5,10,2.3048568161288974,0.5
0.5,1.0,100000,1.0,5,10,2.4836088782038717,0.5
0.5,1.0,100000,1.0000000000000475,5,10,2.4775917849794746,0.5
0.5,1.0,100000,115.3492098498491,5,10,4.349485087444397,0.5
0.5,1.0,100000,0.015625,5,10,1.9906021481240401,1
0.5,1.0,100000,0.03125,5,10,1.9926935389022427,1
0.5,1.0,100000,0.0625,5,10,1.998233076208122,1
0.5,1.0,100000,0.125,5,10,2.00034584333921,1
0.5,1.0,100000,0.25,5,10,2.000607577253916,1
0.5,1.0,100000,0.5,5,10,1.9994286670352361,1
0.5,1.0,100000,1.0,5,10,2.00443064195345,1
0.5,1.0,100000,1.0000035751735499,5,10,1.999712836061169,1
0.5,1.0,100000,13.676284637100032,5,10,1.997792524793271,1
0.5,1.0,100000,0.015625,5,10,1.9319125560223724,1.5
0.5,1.0,100000,0.03125,5,10,1.9440820504943293,1.5
0.5,1.0,100000,0.0625,5,10,1.9252541183152194,1.5
0.5,1.0,100000,0.125,5,10,1.9225054072885641,1.5
0.5,1.0,100000,0.25,5,10,1.91847149733276,1.5
0.5,1.0,100000,0.5,5,10,1.8926024585054302,1.5
0.5,1.0,100000,1.0,5,10,1.8405855684323373,1.5
0.5,1.0,100000,1.0003609463699028,5,10,1.8415216981830889,1.5
0.5,1.0,100000,6.902002255472621,5,10,1.6837029453208616,1.5
0.5,1.0,100000,0.015625,5,10,1.8576440160334606,3
0.5,1.0,100000,0.03125,5,10,1.85197177820225,3
0.5,1.0,100000,0.0625,5,10,1.853060417553713,3
0.5,1.0,100000,0.125,5,10,1.8434593944142716,3
0.5,1.0,100000,0.25,5,10,1.8223023859689804,3
0.5,1.0,100000,0.5,5,10,1.7837394197931111,3
0.5,1.0,100000,1.0,5,10,1.7099674929464759,3
0.5,1.0,100000,1.0133690293497364,5,10,1.7061664395799447,3
0.5,1.0,100000,3.6462165878461943,5,10,1.48250338580112,3
0.5,1.0,100000,0.015625,5,10,1.8444923760436855,3.75
0.5,1.0,100000,0.03125,5,10,1.8370883992472125,3.75
0.5,1.0,100000,0.0625,5,10,1.8346391496161323,3.75
0.5,1.0,100000,0.125,5,10,1.8221916224274857,3.75
0.5,1.0,100000,0.25,5,10,1.8057567014626976,3.75
0.5,1.0,100000,0.5,5,10,1.7608926615696343,3.75
0.5,1.0,100000,1.0,5,10,1.7022774090226644,3.75
