0.5,1.0,100000,1.0409906679496619,5,10,1.6908667993303572,3.75
0.5,1.0,100000,3.1618508950503963,5,10,1.4525946824083564,3.75
0.5,1.0,100000,0.015625,1,10,2.133164027585641,0.5
0.5,1.0,100000,0.03125,1,10,2.1386022103669258,0.5
0.5,1.0,100000,0.0625,1,10,2.160671313795574,0.5
0.5,1.0,100000,0.125,1,10,2.1630609076512637,0.5
0.5,1.0,100000,0.25,1,10,2.1979447497563536,0.5
0.5,1.0,100000,0.5,1,10,2.2869266742709424,0.5
0.5,1.0,100000,1.0,1,10,2.4716249794102283,0.5
0.5,1.0,100000,1.0000000000000215,1,10,2.4461917906284354,0.5
0.5,1.0,100000,76.47934079682672,1,10,4.233364638899569,0.5
0.5,1.0,100000,0.015625,1,10,1.9952364294768956,1
0.5,1.0,100000,0.03125,1,10,2.000221641960466,1
0.5,1.0,100000,0.0625,1,10,1.9924847487697732,1
0.5,1.0,100000,0.125,1,10,2.0013817751637064,1
0.5,1.0,100000,0.25,1,10,1.9910420396334487,1
0.5,1.0,100000,0.5,1,10,2.004402130979784,1
0.5,1.0,100000,1.0,1,10,1.9986357380035724,1
0.5,1.0,100000,1.000001431884968,1,10,1.9927325035735195,1
0.5,1.0,100000,14.72477540609251,1,10,1.9992229146270872,1
0.5,1.0,100000,0.015625,1,10,1.9335162511662773,1.5
0.5,1.0,100000,0.03125,1,10,1.9221480064044156,1.5
0.5,1.0,100000,0.0625,1,10,1.9278838358978743,1.5
0.5,1.0,100000,0.125,1,10,1.9146041509644804,1.5
0.5,1.0,100000,0.25,1,10,1.91057987161431,1.5
0.5,1.0,100000,0.5,1,10,1.8892763547710354,1.5
0.5,1.0,100000,1.0,1,10,1.8291965055256991,1.5
0.5,1.0,100000,1.0001074557114347,1,10,1.830520860906233,1.5
0.5,1.0,100000,7.372908837339167,1,10,1.6793364037541023,1.5
0.5,1.0,100000,0.015625,1,10,1.8487678445637121,3
0.5,1.0,100000,0.03125,1,10,1.8520372447083873,3
0.5,1.0,100000,0.0625,1,10,1.8414859037221305,3
0.5,1.0,100000,0.125,1,10,1.8354801881913247,3
0.5,1.0,100000,0.25,1,10,1.8156147235795472,3
0.5,1.0,100000,0.5,1,10,1.7838454843953349,3
0.5,1.0,100000,1.0,1,10,1.7038445099912745,3
0.5,1.0,100000,1.016854155021575,1,10,1.700349801682341,3
0.5,1.0,100000,3.612309540094649,1,10,1.4824432508474494,3
0.5,1.0,100000,0.015625,1,10,1.8356691038416677,3.75
0.5,1.0,100000,0.03125,1,10,1.8279914814149372,3.75
0.5,1.0,100000,0.0625,1,10,1.830938428857022,3.75
0.5,1.0,100000,0.125,1,10,1.8284918394357959,3.75
0.5,1.0,100000,0.25,1,10,1.8010806406346487,3.75
0.5,1.0,100000,0.5,1,10,1.7593133797096316,3.75
0.5,1.0,100000,1.0,1,10,1.7022087616423203,3.75
0.5,1.0,100000,1.0278489672269084,1,10,1.6856442307099773,3.75
0.5,1.0,100000,3.238352612817244,1,10,1.4493436767675045,3.75
0.5,1.0,100000,0.015625,5,10,2.1227259461193477,0.5
0.5,1.0,100000,0.03125,5,10,2.1393295955363936,0.5
0.5,1.0,100000,0.0625,5,10,2.157276556339456,0.5
0.5,1.0,100000,0.125,5,10,2.150671566775303,0.5
0.5,1.0,100000,0.25,5,10,2.2052391015171544,0.5
0.5,1.0,100000,0.5,5,10,2.2898687420098094,0.5
0.5,1.0,100000,1.0,5,10,2.4369830970006814,0.5
0.5,1.0,100000,1.0000000000000906,5,10,2.4770779997320993,0.5
0.5,1.0,100000,93.31552561913207,5,10,4.316023966280134,0.5
0.5,1.0,100000,0.015625,5,10,1.9981423523004629,1
0.5,1.0,100000,0.03125,5,10,1.9965562970947626,1
0.5,1.0,100000,0.0625,5,10,1.9966817097286482,1
0.5,1.0,100000,0.125,5,10,1.9987488307110692,1
0.5,1.0,100000,0.25,5,10,2.0037958973912167,1
0.5,1.0,100000,0.5,5,10,1.9926770703750125,1
0.5,1.0,100000,1.0,5,10,1.9941190783783058,1
0.5,1.0,100000,1.0000003818651992,5,10,2.0020064292112147,1
0.5,1.0,100000,13.584001353429452,5,10,2.0073738823575598,1
0.5,1.0,100000,0.015625,5,10,1.9317577437671554,1.5
0.5,1.0,100000,0.03125,5,10,1.9299363821763438,1.5
0.5,1.0,100000,0.0625,5,10,1.934051643164123,1.5
0.5,1.0,100000,0.125,5,10,1.9267624548749758,1.5
0.5,1.0,100000,0.25,5,10,1.9118365337850587,1.5
0.5,1.0,100000,0.5,5,10,1.8896634335266185,1.5
0.5,1.0,100000,1.0,5,10,1.832569983185796,1.5
0.5,1.0,100000,1.0002781124581475,5,10,1.829199658034292,1.5
0.5,1.0,100000,7.353404962545708,5,10,1.6813963210033944,1.5
0.5,1.0,100000,0.015625,5,10,1.8527339827115397,3
0.5,1.0,100000,0.03125,5,10,1.8576727931126176,3
0.5,1.0,100000,0.0625,5,10,1.8426891098345548,3
0.5,1.0,100000,0.125,5,10,1.8411796336348447,3
0.5,1.0,100000,0.25,5,10,1.822069154314458,3
0.5,1.0,100000,0.5,5,10,1.7793124708652344,3
0.5,1.0,100000,1.0,5,10,1.704048702829292,3
0.5,1.0,100000,1.0133968986859203,5,10,1.6997937210204457,3
0.5,1.0,100000,3.6952526073531735,5,10,1.4791421712148174,3
0.5,1.0,100000,0.015625,5,10,1.8356429934419394,3.75
0.5,1.0,100000,0.03125,5,10,1.8379708180753986,3.75
0.5,1.0,100000,0.0625,5,10,1.833364350386212,3.75
0.5,1.0,100000,0.125,5,10,1.8185609938738079,3.75
0.5,1.0,100000,0.25,5,10,1.80877619032092,3.75
0.5,1.0,100000,0.5,5,10,1.7669878659276046,3.75
0.5,1.0,100000,1.0,5,10,1.6994880556519991,3.75
0.5,1.0,100000,1.0432838083391311,5,10,1.6875137404295522,3.75
0.5,1.0,100000,3.187311027409235,5,10,1.456112854686876,3.75
